image_lastmod,region,population,descriptionFromReview,slug,short_slug,long_slug,users_count,users_count_est,users_count_been,users_count_been_est,boost,last_2_year_growth,image,name_chinese,name,country_chinese,air_quality_now,air_quality,latitude,longitude,country,country_code,country_slug,state_code,state_chinese,state,internet_speed,air_quality_score,air_quality_now_score,humidity,rank,weather_icon,weather_emoji,temperatureC,temperatureF,temperatureC_feels_like,temperatureF_feels_like,cost_for_nomad_in_usd,cost_for_expat_in_usd,cost_for_local_in_usd,cost_for_family_in_usd,total_score,overall_score,cost_score,internet_score,likes_score,safety_level
1705449629,Europe,790017,"I quite liked Zagreb. People are fairly warm, and it's charmingly laid out. Lots of good cafes and restaurants, and the center is pretty walkable. As someone else said there are the commie block vibes, but those are in more peripheral neighborhoods. I felt it was safe, and had no issues getting around by tram mostly. As someone mentioned there is definitely the traditional Southern European cafes are for socializing, not working kind of vibe but still a decent number had wifi and didn't bat an eye at working all day. Winter gets too cold (single digits C), but early fall was lovely.",zagreb-croatia,zagreb,zagreb-croatia,4,800,485,97000,,-10.411899313501143,"https://nomadlist.com/cdn-cgi/image/format=auto,fit=cover,width=600,height=300,quality=25/https://nomadlist.com/assets/img/places/zagreb-croatia.jpg?1705449629",萨格勒布,Zagreb,克罗地亚,109,,45.8150108,15.981919,Croatia,HR,croatia,,,,67,5,2.58,63,11,wi-day-rain,🌧,16,60.982,17,63,1540,670,152,531.1139982958996,4.057813182994371,4.057813182994371,4.954285714285715,4.542857142857143,5,4.5
1705536037,Europe,1756056,"Stayed for 2 weeks after almost a year n a half in LatAm.  Beautiful city; great food options- especially for Asian food lovers.  Plenty of authentic Thai, Vietnamese and Chinese options for about 50% of what you would pay in a Western city.  Decent hostels will cost $11-$15 weekdays and between $18-$30 on weekends....  Good internet; beautiful architecture and people but it is true Hungarians can be very cold at times.  Overall a good stay with many destinations just a quick and cheap flight/train ride away (Bratislava/Belgrade/Vienna,Bucharest/Sofia/Prague and several Polish cities .",budapest-hungary,budapest,budapest-hungary,9,1800,1701,340200,,54.34173669467787,"https://nomadlist.com/cdn-cgi/image/format=auto,fit=cover,width=600,height=300,quality=25/https://nomadlist.com/assets/img/places/budapest-hungary.jpg?1705536037",布达佩斯,Budapest,匈牙利,99,,47.497912,19.040235,Hungary,HU,hungary,,,,105,5,2.8085714285714287,61,12,wi-day-rain,🌧,16,61.614,16,61,2315,1419,745,2608.6801478582297,4.025083328274851,4.025083328274851,4.0685714285714285,5,5,4
1705449636,Asia,7187500,"Hong Kong is a great city with dense urban areas but also nature and hiking routes only 15 minutes away. There are restaurants for every taste and budget, from the best US fast casual chains to high end Michelin star restaurants. It's also extremely safe, despite recent political instability. ",hong-kong-hong-kong,hong-kong,hong-kong-hong-kong,5,1000,1051,210200,,225.7983193277311,"https://nomadlist.com/cdn-cgi/image/format=auto,fit=cover,width=600,height=300,quality=25/https://nomadlist.com/assets/img/places/hong-kong-hong-kong.jpg?1705449636",香港,Hong Kong,香港,0,,22.281012,114.174512,Hong Kong,HK,hong-kong,,,,79,5,5,88,13,wi-day-cloudy,🌥,23,73.9,23,73,2791,2494,2320,8120.318420867653,4.0145720113108245,4.0145720113108245,3.5245714285714285,5,5,4.5
1705968021,Europe,665000,"Athens is a fantastic city. Locals are friendly and food is fantastic. There isn't a huge amount to do, but for a short stay it's definitely worth the visit.",athens-greece,athens,athens-greece,4,800,1183,236600,,14.773451186494668,"https://nomadlist.com/cdn-cgi/image/format=auto,fit=cover,width=600,height=300,quality=25/https://nomadlist.com/assets/img/places/athens-greece.jpg?1705968021",雅典,Athens,希腊,65,,37.983917,23.7293599,Greece,GR,greece,,,,58,5,4.085714285714285,54,14,wi-day-sunny,☀️,14,56.45,14,57,2906,1494,830,2906.095607796297,3.975993009085171,3.975993009085171,3.3931428571428572,4.0285714285714285,5,4.75
1705449634,Asia,740000,"Penang is really, really hot and humid. It's pretty affordable but it's relatively small. Personally, I think traveling Penang is great because you have a mix of cultures but I couldn't stay here for a longer time because it is so unbelievable hot. ",penang-malaysia,penang,penang-malaysia,3,600,465,93000,,1365.9090909090908,"https://nomadlist.com/cdn-cgi/image/format=auto,fit=cover,width=600,height=300,quality=25/https://nomadlist.com/assets/img/places/penang-malaysia.jpg?1705449634",槟城,Penang,马来西亚,0,,5,100,Malaysia,MY,malaysia,,槟城,,43,5,5,70,15,wi-day-rain,🌧,30,85.372,35,95,961,690,457,1600.1319261213719,3.971163064758572,3.971163064758572,5,3.1714285714285713,5,3.75
1709683219,Europe,29763,"I spent a month in Caparica and I really loved my time there. The vibe is amazing, the community was growing by that time and it was already very good and welcoming, I felt welcomed and part of something :) Dr. Bernard was one of my favorite spots and their surf classes were suuuuuper great, amazing surf teachers with a really nice vibe. Also, the food is amazing all around Caparica with a lot of options. Really looking forward to go back and spend more time in Caparica with the amazing community :) ",costa-da-caparica-portugal,costa-da-caparica,costa-da-caparica-portugal,1,200,35,7000,,,"https://nomadlist.com/cdn-cgi/image/format=auto,fit=cover,width=600,height=300,quality=25/https://nomadlist.com/assets/img/places/costa-da-caparica-portugal.jpg?1709683219",,Costa da Caparica,葡萄牙,0,,38.635031,-9.2329429,Portugal,PT,portugal,,,,53,5,5,71,16,wi-day-cloudy,🌥,22,71.038,22,72,3368,2266,1278,4472.148325099082,3.961315444718776,3.961315444718776,2.865142857142857,3.7857142857142856,5,5
1705449632,Europe,755471,"I lived in Kraków for 13 years. Before I was nomad I worked in Kraków from office, studied here. I see lots of reviews mention Stare Miasto. In fact biggest gem these days is Podgórze neighbourhood, for lots of locals and expats this is trending area now. It's close to old town an to Kazimierz and has growing numbers of restaurants and delicatessen of various cusines, besides Polish mostly Italian, Jewish, Middle-Eastern, Georgian, Ukrainian, Indian. You can see it's reflected on the neighbourhoods map. In free time after working you can do lot's stuff like go for walk by the river, party in Forum, go to tourist areas in Old Town and Kazimierz, go to gym, train martial arts like Krav Maga, Boxing, go for kayak or SUP in river, in summer spend time by lakes in Zakrzówek or Kryspinów. You can enjoy nature in Las Wolski. You can play football in Góra Parkowa or watch game of Perła Kraków, even try playing for class C football club if you like. There's also lot's of cool museums and cool stuff to do.",krakow-poland,krakow,krakow-poland,8,1600,651,130200,,35.476190476190474,"https://nomadlist.com/cdn-cgi/image/format=auto,fit=cover,width=600,height=300,quality=25/https://nomadlist.com/assets/img/places/krakow-poland.jpg?1705449632",克拉科夫,Kraków,波兰,110,,50.0646501,19.9449799,Poland,PL,poland,,,,34,5,2.557142857142857,67,17,wi-day-rain,🌧,16,60.232,16,61,2334,1651,982,3436.9167224045127,3.9458151654615077,3.9458151654615077,4.046857142857142,2.6571428571428575,5,4.5
1705536070,Europe,55800,"Portimão, Praia da Rocha, Alvor, and the beaches of Vau and Prainha are the gems of the Algarve! 🌴☀️  - Europe's finest digital nomad community can be found in Portimão: Portimão Digital Nomads (search on Facebook). They host free events to connect with people every two weeks! 🌐👥  - The prices for food, accommodation, and entertainment are very reasonable, much more affordable than the rest of Europe. 💰🍽️🎉  - The locals are incredibly friendly and fun-loving! 😄🤝  - There's only one drawback, and that is sometimes when you arrive as a digital nomad, the place is so beautiful that you might want to stay forever! 🌅🌍✨",portimao-portugal,portimao,portimao-portugal,1,200,107,21400,,159.375,"https://nomadlist.com/cdn-cgi/image/format=auto,fit=cover,width=600,height=300,quality=25/https://nomadlist.com/assets/img/places/portimao-portugal.jpg?1705536070",波尔蒂芒,Portimão,葡萄牙,0,,37,-8,Portugal,PT,portugal,,,,76,5,5,56,18,wi-day-sunny,☀️,19,66.218,19,66,2101,1408,764,2675.1588034095225,3.9403381335058625,3.9403381335058625,4.313142857142857,5,5,4.75
1705881640,Europe,3520031,I've been hanging out in Berlin on and off for 30 years.  It is very safe for women.  It is much friendlier than it used to be. There are loads of vegan restaurants now. The nightlife and specially jazz clubs are amazing! I have an excellent apartment to rent out in Wedding - which used to have a boring reputation but now is very cool.,berlin-germany,berlin,berlin-germany,27,5400,2442,488400,,41.91899199330784,"https://nomadlist.com/cdn-cgi/image/format=auto,fit=cover,width=600,height=300,quality=25/https://nomadlist.com/assets/img/places/berlin-germany.jpg?1705881640",柏林,Berlin,德国,68,,52.5200066,13.404954,Germany,DE,germany,,,,76,5,4.017142857142858,79,19,wi-day-rain,🌧,8,47.044,7,45,3743,2493,1650,5775.014930235083,3.908712541572862,3.908712541572862,2.436571428571429,5,3.888888888888889,4.75
1705622435,Europe,128624,,rijeka-croatia,rijeka,rijeka-croatia,,,70,14000,,,"https://nomadlist.com/cdn-cgi/image/format=auto,fit=cover,width=600,height=300,quality=25/https://nomadlist.com/assets/img/places/rijeka-croatia.jpg?1705622435",里耶卡,Rijeka,克罗地亚,34,,45.3270631,14.442176,Croatia,HR,croatia,,,,23,5,4.7942857142857145,81,20,wi-day-rain,🌧,11,51.59,11,52,1501,749,238,833.214395345568,3.9040014929570033,3.9040014929570033,4.998857142857142,2.057142857142857,5,4.5
1706140831,Europe,631695,"I've been here just under a week so it might be too early to comment on Helsinki, but so far I like it.  I'd like to second what the review from 9 mths ago said:  I can recommend Noli Studios, specifically the Herttoniemi one.   I'll tell you more about Finland once I've been here longer.",helsinki-finland,helsinki,helsinki-finland,2,400,552,110400,,52.38095238095237,"https://nomadlist.com/cdn-cgi/image/format=auto,fit=cover,width=600,height=300,quality=25/https://nomadlist.com/assets/img/places/helsinki-finland.jpg?1706140831",赫尔辛基,Helsinki,芬兰,19,,60.1733244,24.9410248,Finland,FI,finland,,,,44,5,5,92,21,wi-day-cloudy,🌥,2,35.678,-1,30,3317,2088,1485,5196.298658993431,3.8815071206276066,3.8815071206276066,2.9234285714285715,3.2285714285714286,5,4.25
1705708829,Europe,1716855,"Warsaw, as a destination for digital nomads, presents a mixed bag of experiences. It's often praised for its affordability, good quality of life, and excellent infrastructure, including fast internet and walkable neighborhoods【8†source】【7†source】. However, it's also characterized by a bustling atmosphere, high traffic, and an ongoing political agenda that some find off-putting.  While many digital nomads and locals have found a home in Warsaw, it's worth noting that this city may not be everyone's first choice. Many reside here out of necessity, due to work or university commitments. This is not to say that Warsaw lacks charm or potential; it's just that it takes time to grow on you. The city's culture, like its architecture, is often described as ""brutalist"", and it can take up to three years of living there to fully integrate and form a strong social network.  Nevertheless, there are aspects of Warsaw that are beloved by its residents. Enthusiasts of brutalist architecture will find much to admire in the cityscape, and the Vistula river offers delightful kayaking opportunities. The city is also home to a vibrant restaurant scene, although these establishments can be crowded and often require waiting for a table. Prices can be steep, and while the quality of the food is generally high, some establishments may not live up to their hype.  In comparison, cities like Kraków, Gdańsk, and Gdynia, along with smaller towns in Southern Poland, are often considered more appealing to digital nomads. These locations offer a slower pace of life, less crowding, and a more relaxed atmosphere, making them preferable for those who value tranquility and close-knit communities over the hustle and bustle of the capital.  In conclusion, while Warsaw has its merits, it is not a city that appeals to everyone. Its crowdedness, high traffic, and political climate can be off-putting to some. However, for those who are willing to look past these aspects and give it time, Warsaw can offer a unique and rewarding experience. As always, your mileage may vary, and it's recommended to visit before making a commitment.",warsaw-poland,warsaw,warsaw-poland,10,2000,809,161800,,47.66019417475729,"https://nomadlist.com/cdn-cgi/image/format=auto,fit=cover,width=600,height=300,quality=25/https://nomadlist.com/assets/img/places/warsaw-poland.jpg?1705708829",华沙,Warsaw,波兰,76,,52.2296756,21.0122287,Poland,PL,poland,,,,128,5,3.334285714285714,84,22,wi-day-rain,🌧,12,54.008,12,54,2730,1812,1301,4554.555387077457,3.8682949186653017,3.8682949186653017,3.5942857142857143,5,4.5,4.5
1705622563,Europe,562379,"Lived in Copenhagen for just under three years, and for the whole time, I have worked remotely as a freelancer. It's pretty much as perfect as you're going to get in terms of urban design; getting around is easy and safe by bike, and the public transport network is efficient and reasonably-priced. Lots of fun things to do for a relatively small city, and the locals are—from personal experience—incredibly friendly.   Pros:  - Very safe. You can walk around most areas round-the-clock and not have to worry, violent crime is largely gang-related but even then still quite rare   - Lots of fun things to do, many of which don't require a huge budget. For example, you can swim in the harbor baths year-round and simply sit outside with a book when the weather is good. Nightlife is pretty decent for pubs, bars, and restaurants; I'm not a huge fan of clubs in general, so I can't comment too much on that.   - The council actively tries to improve locals' quality of life, which is a huge contrast to where I am from (London)   - Friendly locals and a big international community. It can be hard to make friends, but I would say that you'll be okay if you join clubs/actively pursue your own interests. Instagram and MeetUp are both great options for finding people with similar hobbies :)   - A good mix of architecture. You've got pretty old houses and more interesting modern designs, some are hideous (i.e. Kaktus Towers) but most blend in quite well IMO   - The airport is very good, close to the city center, and has lots of flights across Europe and other continents   - Close to both mainland Europe and the rest of Scandinavia. You can get to Hamburg in 4.5 hours by train, for example, and Sweden is not far away   - Summer in Copenhagen is amazing. Long daylight hours, reliable weather for the most part, feels like you're on a two-and-a-half month long holiday.   - Lots of coworking spaces. I usually work from Spaces, Regus has various offices as well but these are hit and miss. The best ones are Havnegade and Fuglevangsvej in my opinion  Cons:   - Winters aren't great. It's windy, it rains a lot, and the daylight hours are short. However, that's a great excuse to visit the many cafés and restaurants, because hygge and stuff :)   - The cost of living is much higher than most European cities. If you're moving here as a remote worker and staying long-term, I would personally say that you should ensure that your income is at least $5,500 per month. Taxes are also high  - The housing market is a bit of a mess. Rent prices are high and it can be difficult to find an apartment if you're on a budget. Movinn and LifeX are two choices you can look at as starting points   - Moving to Denmark if you're not an EU/EEA/Nordic/Swiss citizen is very difficult. I have an EU citizenship through one of my parents so this didn't affect me, but you'll have to deal with a lot of paperwork if you aren't one. If you're from EU/EEA/Nordics/Switzerland, it's pretty easy if you have the means to support yourself   - The city center can be quite crowded on weekends, especially around Nyhavn etc.—but if you leave the touristy parts, you'll be fine. Copenhagen has plenty of other interesting neighborhoods anyway :)   Overall, I would say that Copenhagen is easily one of the most liveable cities in Europe—if not top of the list. The cost of living is high and it can be difficult to move here, but once you've settled, life is pretty good in my opinion. You can get around with English, but learning Danish opens new opportunities and a lot of stuff is done in Danish rather than English. If you're able to move here, and you can stand the winter weather, I highly recommend it :) ",copenhagen-denmark,copenhagen,copenhagen-denmark,8,1600,880,176000,,68.1329549363605,"https://nomadlist.com/cdn-cgi/image/format=auto,fit=cover,width=600,height=300,quality=25/https://nomadlist.com/assets/img/places/copenhagen-denmark.jpg?1705622563",哥本哈根,Copenhagen,丹麦,27,,55.6760968,12.5683371,Denmark,DK,denmark,,,,95,5,4.954285714285714,77,23,wi-day-cloudy,🌥,7,44.812,5,41,4801,3570,2361,8263.289933197118,3.844956545747795,3.844956545747795,1.2274285714285713,5,5,4.5
1711065622,Asia,30000,"Was here in Mid-2023. Bali has completely changed from when I last visited in 2017. Full of arrogant influences and degenerate party people who are entitled and have no respect for the locals. Many Uber drivers told me they are starting to get annoyed because a lot of Westerners don’t respect anything…. Pollution and traffic are on the rise. It is turning into Kuta. Probably one of the least walkable places, forget walking on the sidewalk unless you want to get taken out. A lot of accidents on the road. Stranded dogs everywhere…. Prices are increasing, a lot some villas are western prices…. Lack of modern conveniences.  It is happening around the world, Lisbon, Mexico City, and Medellin post-pandemic with remote work has seen a huge increase in people. The world is changing fast and places that are quite livable can become unlivable in a few years if it starts to get shared around social media.  Skip Bali and visit the islands. Overall, I give Canggu a 1/10 just because it can still be cheaper than Western countries, and much better options in Asia.  ",canggu-bali-indonesia,canggu,canggu-bali-indonesia,51,10200,1823,364600,,215.23694390715667,"https://nomadlist.com/cdn-cgi/image/format=auto,fit=cover,width=600,height=300,quality=25/https://nomadlist.com/assets/img/places/canggu-bali-indonesia.jpg?1711065622",苍古,Canggu,印度尼西亚,50,50,-8.6531344,115.1317479,Indonesia,ID,indonesia,Bali,巴厘岛,Bali,49,4.428571428571429,4.428571428571429,75,24,wi-day-rain,🌧,29,83.538,33,91,1931,2008,1716,6005.287658521008,3.837184503114529,3.837184503114529,4.507428571428571,3.5142857142857142,2,4.5
1705708842,Europe,20000,"Great vibe in Corralejo - awesome coworking space. You can get around by walking or they have scooters to rent. I recommend getting a car as it allows you to explore. Excited to go back - in Corralejo they have everything from Yoga spots, kitesurf, skate surf, a callisthenics gym, and good food! It's a small town but a great vibe - lots of cool people living there.   ",fuerteventura-canary-islands-spain,fuerteventura,fuerteventura-canary-islands-spain,1,200,176,35200,,-12.444444444444445,"https://nomadlist.com/cdn-cgi/image/format=auto,fit=cover,width=600,height=300,quality=25/https://nomadlist.com/assets/img/places/fuerteventura-canary-islands-spain.jpg?1705708842",科拉莱霍,Fuerteventura,西班牙,0,,28,-13,Spain,ES,spain,Canary Islands,加那利群岛,Canary Islands,36,5,5,65,25,wi-day-rain,🌧,17,63.412,17,63,2060,1687,1117,3909.278462457246,3.8359666809083888,3.8359666809083888,4.36,2.7714285714285714,5,5
1705795228,Europe,789004,"Valencia is just a paradise on earth, and you realise it when you feel so blessed just walking around in this vibrant yet calm, small yet big city. The parks, the activities, the beaches everything is accessible and affordable. Life is simple here and you do not need much to have a nice life, we all do the same things. This is a gem in Europe and we are blessed to have found it.",valencia-spain,valencia,valencia-spain,12,2400,835,167000,,66.65387014731992,"https://nomadlist.com/cdn-cgi/image/format=auto,fit=cover,width=600,height=300,quality=25/https://nomadlist.com/assets/img/places/valencia-spain.jpg?1705795228",瓦伦西亚,Valencia,西班牙,109,,39.4699075,-0.3762881,Spain,ES,spain,,,,87,5,2.58,50,26,wi-day-cloudy,🌥,20,67.444,21,70,3278,2057,1342,4698.164938378847,3.8227996686266343,3.8227996686266343,2.968,5,4.615384615384616,4.75
